,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location
353,Vauxhall Corsa,2006 (56 reg),N/A,"67,000 miles",1.7L,123BHP,Manual,Diesel,"£1,595",N/A,Hatchback,WCC - See all 128 cars,Dealer locationHook
354,SKODA Fabia,2008 (57 reg),5 owners,"95,100 miles",1.2L,60BHP,Manual,Petrol,"£2,395",N/A,Hatchback,Car Deal Ltd - See all 115 cars,Dealer locationWokingham
355,Hyundai Coupe,2009 (59 reg),N/A,"83,000 miles",2.0L,141BHP,Automatic,Petrol,"£3,495",N/A,Coupe,Jams Cars - See all 67 cars,Dealer locationBarking
356,Ford Focus,2008 (08 reg),6 owners,"88,500 miles",1.8L,123BHP,Manual,Petrol,"£1,750",N/A,Hatchback,Khan Automotive Ltd - See all 39 cars,Dealer locationLuton
357,Vauxhall Corsa,2012 (12 reg),3 owners,"97,000 miles",1.3L,75PS,Manual,Diesel,"£1,500",N/A,Hatchback,RJCS Cars Ltd - See all 32 cars,Dealer locationOldbury
358,Hyundai Terracan,2007 (07 reg),5 owners,"47,000 miles",2.9L,161BHP,Automatic,Diesel,"£1,999",N/A,SUV,Cheap Cars and Vans - See all 20 cars,Dealer locationEnfield
359,Volkswagen Golf,2005 (55 reg),4 owners,"112,000 miles",1.9L,103BHP,Automatic,Diesel,"£1,990",N/A,Hatchback,CAR CITY (LUTON) LIMITED - See all 115 cars,Dealer locationLuton
360,Ford KA,2008 (08 reg),5 owners,"47,532 miles",1.3L,69BHP,Manual,Petrol,£499,N/A,Hatchback,GENERAL MOTORS - See all 36 cars,Dealer locationBirmingham
361,Mazda6,2010 (10 reg),4 owners,"85,200 miles",1.8L,118BHP,Manual,Petrol,"£1,695",N/A,Hatchback,Car Deal Ltd - See all 115 cars,Dealer locationWokingham
362,Peugeot 208,2021 (21 reg),1 owner,"53,235 miles",1.2L,99BHP,Manual,Petrol,"£14,100",N/A,Hatchback,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
363,Hyundai Kona,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
364,Hyundai Kona,2019 (69 reg),1 owner,"39,670 miles",1.6L,139BHP,Automatic,Petrol Hybrid,"£15,800",N/A,SUV,Big Motoring World West Malling - See all 485 cars,Dealer locationAddington
365,MINI Hatch,2002 (02 reg),N/A,"98,729 miles",1.6L,115PS,Automatic,Petrol,"£1,000",N/A,Hatchback,GENERAL MOTORS - See all 36 cars,Dealer locationBirmingham
366,Toyota Verso,2012 (62 reg),3 owners,"80,000 miles",2.0L,126PS,Manual,Diesel,"£2,500",N/A,MPV,MY NEW CAR - See all 82 cars,Dealer locationHanwell
367,Honda Jazz,2003 (53 reg),3 owners,"48,000 miles",1.4L,82BHP,Manual,Petrol,"£1,250",N/A,Hatchback,Kent & Sussex Cars - See all 14 cars,Dealer locationMaidstone
368,Vauxhall Corsa,2011 (11 reg),2 owners,"94,000 miles",1.2L,85PS,Manual,Petrol,"£3,250",N/A,Hatchback,BM Cars London Ltd - See all 12 cars,Dealer locationWandsworth
369,Vauxhall Astra,2004 (54 reg),Part service history,"98,000 miles",1.6L,103BHP,Automatic,Petrol,"£1,790",N/A,Hatchback,space motors - See all 20 cars,Dealer locationLuton
370,Suzuki Swift,2012 (62 reg),3 owners,"95,088 miles",1.6L,136PS,Manual,Petrol,"£3,000",N/A,Hatchback,South Croydon Motor Centre - See all 61 cars,Dealer locationKenley
371,Jaguar XF,2008 (08 reg),7 owners,"90,000 miles",2.7L,207PS,Automatic,Diesel,"£1,000",N/A,Saloon,Spirit Autos - See all 20 cars,Dealer locationBrighton
372,BMW 1 Series,2009 (59 reg),4 owners,"65,000 miles",2.0L,122PS,Automatic,Petrol,"£3,950",N/A,Hatchback,Auto 4 U - See all 109 cars,Dealer locationGreenford
373,Hyundai i40,2014 (64 reg),N/A,"144,000 miles",1.7L,136PS,Manual,Diesel,"£2,495",N/A,Estate,Simys - See all 11 cars,Dealer locationHigh Wycombe
374,Audi A4,2005 (55 reg),2 owners,"166,155 miles",2.0L,138BHP,Automatic,Diesel,£995,N/A,Saloon,Auto X - See all 11 cars,Dealer locationAshford
375,BMW 1 Series,2010 (60 reg),N/A,"72,000 miles",2.0L,143PS,Manual,Petrol,"£1,850",N/A,Hatchback,Car & House - See all 95 cars,Dealer locationWelwyn
376,BMW 1 Series,2017 (17 reg),2 owners,"48,357 miles",1.5L,114BHP,Manual,Diesel,"£10,500",N/A,Hatchback,Big Motoring World Peterborough Fengate - See all 359 cars,Dealer locationPeterborough
377,Nissan Qashqai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
378,Peugeot 208,2021 (21 reg),1 owner,"53,235 miles",1.2L,99BHP,Manual,Petrol,"£14,100",N/A,Hatchback,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
379,Mercedes-Benz SLK,2004 (54 reg),N/A,"115,000 miles",1.8L,163BHP,Automatic,Petrol,"£2,500",N/A,Convertible,Range Motor - See all 112 cars,Dealer locationHounslow
380,Fiat Grande Punto,2007 (07 reg),4 owners,"25,000 miles",1.2L,65BHP,Manual,Petrol,"£1,899",N/A,Hatchback,MY NEW CAR - See all 82 cars,Dealer locationHanwell
381,Audi A3,2012 (12 reg),2 owners,"114,321 miles",2.0L,140PS,Manual,Diesel,"£3,495",N/A,Hatchback,Kabz Motors - See all 11 cars,Dealer locationHigh Wycombe
382,Vauxhall Signum,2005 (55 reg),N/A,"84,680 miles",2.2L,152BHP,Manual,Petrol,"£1,795",N/A,Hatchback,M5 Car Ltd - See all 39 cars,Dealer locationOldbury
383,Mitsubishi Colt,2009 (09 reg),3 owners,"89,400 miles",1.3L,95PS,Automatic,Petrol,"£2,350",N/A,Hatchback,,N/A
384,Volvo 740,1989 (F reg),N/A,"225,318 miles",2.3L,131BHP,Automatic,Petrol,"£1,000",N/A,Estate,,N/A
385,MINI Hatch,2007 (57 reg),N/A,"104,101 miles",1.6L,175PS,Manual,Petrol,"£2,499",N/A,Hatchback,Watsons Autos - See all 14 cars,Dealer locationBishop's Stortford
386,Vauxhall Zafira,2009 (09 reg),N/A,"145,000 miles",1.6L,105PS,Manual,Petrol,£499,N/A,MPV,HRM Motors - See all 16 cars,Dealer locationBirmingham
387,Land Rover Discovery 3,2007 (07 reg),4 owners,"143,000 miles",2.7L,190BHP,Automatic,Diesel,£999,N/A,SUV,NASIMI AUTOS - See all 17 cars,Dealer locationCroydon
388,BMW 3 Series,2005 (55 reg),N/A,"163,000 miles",2.0L,150PS,Manual,Petrol,"£1,995",N/A,Saloon,Autotrust - See all 8 cars,Dealer locationRainham
389,Land Rover Freelander,2004 (04 reg),6 owners,"103,300 miles",2.0L,110BHP,Automatic,Diesel,"£1,250",N/A,SUV,Car Deal Ltd - See all 115 cars,Dealer locationWokingham
390,Hyundai Tucson,2017 (17 reg),4 owners,"49,708 miles",1.6L,130BHP,Manual,Petrol,"£11,200",N/A,SUV,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
391,Citroen C4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
392,MINI Hatch,2018 (18 reg),2 owners,"47,750 miles",1.5L,134BHP,Manual,Petrol,"£11,900",N/A,Hatchback,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
393,Renault Clio,2010 (60 reg),N/A,"76,000 miles",1.2L,75PS,Manual,Petrol,"£2,390",N/A,Hatchback,T & O Motors - See all 38 cars,Dealer locationChertsey
394,Renault Grand Scenic,2012 (61 reg),3 owners,"100,200 miles",1.5L,110PS,Automatic,Diesel,"£2,295",N/A,MPV,Car Deal Ltd - See all 115 cars,Dealer locationWokingham
395,Volvo XC70,2006 (56 reg),3 owners,"137,000 miles",2.4L,182BHP,Automatic,Diesel,£995,N/A,Estate,ARLINGTON CAR SALES LTD - See all 71 cars,Dealer locationReading
396,Citroen DS3,2013 (13 reg),Part service history,"76,000 miles",1.2L,82PS,Manual,Petrol,"£3,495",N/A,Hatchback,S A CAR SALES - See all 111 cars,Dealer locationWest Molesey
397,Ford KA,2010 (10 reg),N/A,"97,000 miles",1.2L,69PS,Manual,Petrol,"£1,995",N/A,Hatchback,FIRSTGEAR CARS LTD - See all 59 cars,Dealer locationHoddesdon
398,Ford Focus,2009 (59 reg),N/A,"99,000 miles",1.8L,123BHP,Manual,Petrol,"£2,249",N/A,Hatchback,Car Valley - See all 101 cars,Dealer locationWembley
399,Fiat Bravo,2010 (10 reg),4 owners,"108,323 miles",1.6L,120BHP,Manual,Diesel,"£1,395",Cat N,Hatchback,Q Motors - See all 17 cars,Dealer locationLuton
400,Citroen C3,2008 (08 reg),3 owners,"47,700 miles",1.6L,107BHP,Automatic,Petrol,"£2,449",N/A,Hatchback,VERITAS CARS - See all 45 cars,Dealer locationHanwell
401,MINI Convertible,2009 (09 reg),1 owner,"65,674 miles",1.6L,115PS,Manual,Petrol,"£2,990",N/A,Convertible,Car Choice London - See all 54 cars,Dealer locationIver
402,BMW 3 Series,1999 (T reg),N/A,"57,000 miles",1.9L,118BHP,Automatic,Petrol,"£1,449",N/A,Saloon,Car Valley - See all 101 cars,Dealer locationWembley
403,BMW 1 Series,2010 (60 reg),N/A,"72,000 miles",2.0L,143PS,Manual,Petrol,"£1,850",N/A,Hatchback,Car & House - See all 95 cars,Dealer locationWelwyn
404,MINI Hatch,2018 (18 reg),2 owners,"47,750 miles",1.5L,134BHP,Manual,Petrol,"£11,900",N/A,Hatchback,Big Motoring World West Malling - See all 486 cars,Dealer locationAddington
405,Suzuki SX4 S-Cross,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
406,BMW 1 Series,2017 (17 reg),2 owners,"48,357 miles",1.5L,114BHP,Manual,Diesel,"£10,500",N/A,Hatchback,Big Motoring World Peterborough Fengate - See all 359 cars,Dealer locationPeterborough
407,Peugeot 207,2006 (06 reg),5 owners,"80,200 miles",1.4L,90BHP,Manual,Petrol,"£1,250",N/A,Hatchback,EMQ Kars - See all 60 cars,Dealer locationLeighton Buzzard
408,Vauxhall Astra,2009 (09 reg),N/A,"103,000 miles",1.4L,89BHP,Manual,Petrol,"£1,595",N/A,Hatchback,Reading Car Sales - See all 71 cars,Dealer locationReading
409,Vauxhall Corsa,2011 (60 reg),3 owners,"60,272 miles",1.4L,99BHP,Manual,Petrol,"£2,999",N/A,Hatchback,WEST LONDON MOTORS LTD - See all 50 cars,Dealer locationHayes
410,Ford C-Max,2011 (61 reg),3 owners,"138,365 miles",1.6L,115PS,Manual,Diesel,"£2,450",N/A,MPV,Motoroo - See all 58 cars,Dealer locationRomford
411,Vauxhall Astra,2010 (60 reg),5 owners,"91,800 miles",1.6L,115PS,Manual,Petrol,"£2,890",N/A,Hatchback,INFINITE CARS LTD - See all 6 cars,Dealer locationBrentwood
412,Vauxhall Corsa,2010 (10 reg),N/A,"87,219 miles",1.4L,98BHP,Manual,Petrol,"£2,395",N/A,Hatchback,Rykel Automotive - See all 15 cars,Dealer locationThurrock
413,Audi A4,2004 (04 reg),4 owners,"126,565 miles",1.8L,163BHP,Automatic,Petrol,"£1,650",N/A,Saloon,Autobase London Ltd - See all 78 cars,Dealer locationFinchley
