,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location
1129,Ford Cortina,1981 (W reg),5 owners,"77,000 miles",1.6L,72BHP,Manual,Petrol,"£7,250",N/A,Saloon,,N/A
1130,Honda Civic,2007 (57 reg),N/A,"114,000 miles",1.8L,138BHP,Automatic,Petrol,"£2,999",N/A,Hatchback,Affordable Car Centre Ltd - See all 175 cars,Dealer locationBedford
1131,Lexus IS 220d,2009 (09 reg),N/A,"84,500 miles",2.2L,175BHP,Manual,Diesel,"£2,495",N/A,Saloon,Waller Avenue Motors - See all 23 cars,Dealer locationLuton
1132,Honda Civic,2016 (66 reg),Full service history,"35,894 miles",1.6L,118BHP,Manual,Diesel,"£10,999",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1133,KIA Ceed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1134,Audi A4,2015 (15 reg),Full service history,"41,045 miles",2.0L,174BHP,Automatic,Diesel,"£12,849",N/A,Saloon,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1135,Vauxhall Corsa,2009 (59 reg),Part service history,"87,274 miles",1.4L,89BHP,Automatic,Petrol,"£3,500",N/A,Hatchback,D&D UK CARS LIMITED - See all 18 cars,Dealer locationLuton
1136,Audi A6 Unspecified,2010 (60 reg),5 owners,"82,513 miles",3.0L,237BHP,Automatic,Diesel,"£4,495",N/A,Saloon,Beadlow Motors - See all 142 cars,Dealer locationShefford
1137,Vauxhall Astra,2013 (13 reg),4 owners,"106,700 miles",1.7L,130PS,Manual,Diesel,"£2,999",N/A,Hatchback,Ideal Carz - See all 51 cars,Dealer locationMilton Keynes
1138,BMW 3 Series,2006 (06 reg),Full service history,"88,228 miles",2.5L,192BHP,Automatic,Petrol,"£5,495",N/A,Convertible,Alpha Motor Group - See all 28 cars,Dealer locationBedford
1139,Honda Civic,2002 (52 reg),N/A,"78,000 miles",1.6L,108BHP,Automatic,Petrol,"£2,490",N/A,Hatchback,Auto Globe Limited - See all 113 cars,Dealer locationMilton Keynes
1140,Citroen C2,2009 (59 reg),2 owners,"98,137 miles",1.1L,61PS,Manual,Petrol,"£1,590",N/A,Hatchback,Orient Cars - See all 8 cars,Dealer locationLuton
1141,Nissan Juke,2013 (63 reg),N/A,"96,000 miles",1.6L,117PS,Manual,Petrol,"£5,000",N/A,SUV,Greenshow Motors Ltd - See all 27 cars,Dealer locationSt. Albans
1142,MINI Hatch,2013 (63 reg),2 owners,"107,134 miles",1.6L,90PS,Manual,Diesel,"£3,290",N/A,Hatchback,United Cars Limited - See all 51 cars,Dealer locationLuton
1143,Ford Fusion,2008 (08 reg),N/A,"117,000 miles",1.4L,79BHP,Manual,Petrol,"£1,890",N/A,Hatchback,Auto Globe Limited - See all 113 cars,Dealer locationMilton Keynes
1144,Vauxhall Corsa,2008 (08 reg),2 owners,"72,000 miles",1.2L,79BHP,Manual,Petrol,"£2,199",N/A,Hatchback,Safe Cars - See all 153 cars,Dealer locationBedford
1145,Lexus IS 220d,2009 (09 reg),N/A,"84,500 miles",2.2L,175BHP,Manual,Diesel,"£2,495",N/A,Saloon,Waller Avenue Motors - See all 23 cars,Dealer locationLuton
1146,Audi A4,2015 (15 reg),Full service history,"41,045 miles",2.0L,174BHP,Automatic,Diesel,"£12,849",N/A,Saloon,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1147,Nissan Juke,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1148,Vauxhall Astra,2016 (66 reg),Full service history,"72,339 miles",1.0L,104BHP,Manual,Petrol,"£7,399",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1149,SEAT Ibiza,2017 (17 reg),2 owners,"69,000 miles",1.2L,90PS,Manual,Petrol,"£8,195",N/A,Hatchback,Stevenage Cars - See all 85 cars,Dealer locationStevenage
1150,Fiat Panda,2005 (05 reg),N/A,"95,000 miles",1.2L,60BHP,Manual,Petrol,"£1,000",N/A,Hatchback,AXIS AUTOS LTD - See all 29 cars,Dealer locationLuton
1151,Ford Focus,2011 (11 reg),3 owners,"93,100 miles",1.6L,115PS,Manual,Diesel,"£3,695",N/A,Hatchback,JP Automotive Bedford - See all 17 cars,Dealer locationShefford
1152,Citroen DS4,2013 (13 reg),N/A,"84,000 miles",2.0L,160PS,Manual,Diesel,"£3,950",N/A,Hatchback,Dolphin Car Sales - See all 3 cars,Dealer locationLeighton Buzzard
1153,Jaguar X-Type,2008 (08 reg),2 owners,"26,000 miles",2.2L,143BHP,Automatic,Diesel,"£6,495",N/A,Saloon,Motorhouse (Beds) Ltd - See all 101 cars,Dealer locationBedford
1154,Fiat 500,2014 (64 reg),3 owners,"77,250 miles",1.2L,70PS,Manual,Petrol,"£4,200",N/A,Hatchback,TG Performance - See all 31 cars,Dealer locationBedford
1155,Volvo V50,2011 (11 reg),N/A,"110,052 miles",1.6L,115PS,Manual,Diesel,"£4,195",N/A,Estate,Pulloxhill Cars - See all 33 cars,Dealer locationBedford
1156,Honda Civic,2009 (09 reg),N/A,"93,451 miles",2.2L,138BHP,Manual,Diesel,"£2,495",N/A,Hatchback,Pulloxhill Cars - See all 33 cars,Dealer locationBedford
1157,Volkswagen Golf,2013 (13 reg),2 owners,"86,000 miles",1.6L,105PS,Manual,Diesel,"£5,750",N/A,Hatchback,,N/A
1158,Mercedes-Benz C Class,2019 (19 reg),N/A,"44,600 miles",2.0L,254BHP,Automatic,Petrol,"£24,989",N/A,Coupe,A6 Motors Ltd - See all 152 cars,Dealer locationBedford
1159,Nissan Note,2006 (06 reg),N/A,"84,000 miles",1.6L,109BHP,Manual,Petrol,"£1,499",N/A,Hatchback,ZAMIN MOTORS LTD - See all 34 cars,Dealer locationBedford
1160,Ford KA+,2019 (19 reg),2 owners,"41,886 miles",1.2L,84BHP,Manual,Petrol,"£8,649",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1161,Renault Captur,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1162,Ford Fiesta,2015 (65 reg),1 owner,"25,712 miles",1.0L,124BHP,Manual,Petrol,"£8,949",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1163,Volkswagen Scirocco,2013 (63 reg),2 owners,"86,000 miles",2.0L,207BHP,Automatic,Petrol,"£9,989",N/A,Hatchback,A6 Motors Ltd - See all 152 cars,Dealer locationBedford
1164,Hyundai i10,2013 (13 reg),5 owners,"78,000 miles",1.2L,86PS,Manual,Petrol,"£3,299",N/A,Hatchback,2 W CAR LIMITED - See all 7 cars,Dealer locationLuton
1165,Hyundai i10,2013 (63 reg),2 owners,"53,550 miles",1.2L,85BHP,Manual,Petrol,"£4,349",N/A,Hatchback,Shahz Cars - See all 39 cars,Dealer locationLeighton Buzzard
1166,Volvo V40,2012 (62 reg),3 owners,"140,559 miles",1.6L,115PS,Manual,Diesel,"£3,000",N/A,Hatchback,,N/A
1167,Ford Focus,2012 (62 reg),1 owner,"103,450 miles",1.0L,125PS,Manual,Petrol,"£3,795",N/A,Hatchback,COPLE CAR SALES - See all 18 cars,Dealer locationBedford
1168,Vauxhall Corsa,2013 (62 reg),N/A,"90,000 miles",1.2L,85PS,Manual,Petrol,"£2,695",Cat C,Hatchback,Regis Car Sales Ltd - See all 27 cars,Dealer locationDunstable
1169,Toyota RAV4,2017 (17 reg),2 owners,"114,450 miles",2.0L,143PS,Manual,Diesel,"£9,500",N/A,SUV,Fairways Cars - See all 58 cars,Dealer locationMilton Keynes
1170,Toyota Auris,2010 (10 reg),N/A,"90,000 miles",1.33L,101PS,Manual,Petrol,"£3,699",N/A,Hatchback,Indus Motors Ltd - See all 42 cars,Dealer locationMilton Keynes
1171,Ford KA,2009 (59 reg),N/A,"79,000 miles",1.2L,68BHP,Manual,Petrol,"£2,690",N/A,Hatchback,AJD Car Sales Limited - See all 29 cars,Dealer locationBedford
1172,Hyundai Coupe,2007 (07 reg),N/A,"100,000 miles",2.0L,141BHP,Automatic,Petrol,"£2,480",N/A,Coupe,Gemen Motors - See all 35 cars,Dealer locationLuton
1173,Vauxhall Corsa,2012 (12 reg),N/A,"99,000 miles",1.4L,100PS,Automatic,Petrol,"£3,995",N/A,Hatchback,ZAMIN MOTORS LTD - See all 34 cars,Dealer locationBedford
1174,Ford Fiesta,2015 (65 reg),1 owner,"25,712 miles",1.0L,124BHP,Manual,Petrol,"£8,949",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1175,Nissan Qashqai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1176,SKODA Fabia,2019 (69 reg),2 owners,"28,940 miles",1.0L,59BHP,Manual,Petrol,"£9,949",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1177,Mazda MX-5,2004 (04 reg),4 owners,"69,200 miles",1.8L,144BHP,Manual,Petrol,"£3,750",N/A,Convertible,,N/A
1178,BMW X3,2011 (11 reg),4 owners,"138,199 miles",2.0L,184PS,Manual,Diesel,"£4,000",N/A,SUV,Ltn Motors Ltd - See all 40 cars,Dealer locationLuton
1179,Ford Fiesta,2008 (08 reg),N/A,"96,000 miles",1.4L,79BHP,Manual,Petrol,"£1,890",N/A,Hatchback,Auto Globe Limited - See all 113 cars,Dealer locationMilton Keynes
1180,Ford Focus,2001 (Y reg),3 owners,"65,000 miles",1.6L,99BHP,Manual,Petrol,"£1,399",N/A,Hatchback,Safe Cars - See all 153 cars,Dealer locationBedford
1181,Ford Focus,2007 (07 reg),2 owners,"91,000 miles",1.6L,99BHP,Automatic,Petrol,"£2,500",N/A,Estate,Khan Automotive Ltd - See all 38 cars,Dealer locationLuton
1182,Ford Fiesta,2009 (09 reg),Full service history,"73,000 miles",1.25L,81BHP,Manual,Petrol,"£3,300",N/A,Hatchback,Power Car Sales Ltd - See all 12 cars,Dealer locationBedford
1183,MINI Hatch,2016 (66 reg),2 owners,"97,446 miles",1.5L,134BHP,Manual,Petrol,"£7,399",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1184,Ford Fiesta,2011 (11 reg),3 owners,"89,126 miles",1.4L,94BHP,Manual,Petrol,"£3,990",N/A,Hatchback,Alpha Motor Group - See all 28 cars,Dealer locationBedford
1185,Vauxhall Astra Van,2011 (11 reg),N/A,"135,000 miles",1.9L,118BHP,Manual,Diesel,"£2,988",N/A,Car Derived Van,Auto Globe Limited - See all 113 cars,Dealer locationMilton Keynes
1186,Toyota RAV4,2006 (56 reg),2 owners,"123,881 miles",2.0L,150BHP,Automatic,Petrol,"£3,500",N/A,SUV,Ltn Motors Ltd - See all 40 cars,Dealer locationLuton
1187,Lexus IS 220d,2009 (09 reg),N/A,"84,500 miles",2.2L,175BHP,Manual,Diesel,"£2,495",N/A,Saloon,Waller Avenue Motors - See all 23 cars,Dealer locationLuton
1188,Ford Fiesta,2015 (65 reg),1 owner,"25,712 miles",1.0L,124BHP,Manual,Petrol,"£8,949",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1189,SEAT Ibiza,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1190,Ford Fiesta,2015 (65 reg),1 owner,"25,712 miles",1.0L,124BHP,Manual,Petrol,"£8,949",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1191,Honda Civic,2013 (13 reg),Full Service History,"72,000 miles",1.6L,118BHP,Manual,Diesel,"£5,490",N/A,Hatchback,AJD Car Sales Limited - See all 29 cars,Dealer locationBedford
1192,BMW 1 Series,2011 (11 reg),1 owner,"135,000 miles",2.0L,143PS,Manual,Diesel,"£3,780",N/A,Convertible,Gemen Motors - See all 35 cars,Dealer locationLuton
1193,Ford Focus,2016 (16 reg),2 owners,"51,053 miles",1.6L,85PS,Manual,Petrol,"£7,975",N/A,Hatchback,Perrys Milton Keynes Used Cars - See all 76 cars,Dealer locationMilton Keynes
1194,Hyundai i10,2013 (63 reg),5 owners,"99,000 miles",1.2L,86PS,Manual,Petrol,"£2,500",N/A,Hatchback,Ideal Carz - See all 51 cars,Dealer locationMilton Keynes
1195,Mercedes-Benz A Class,2012 (62 reg),N/A,"97,476 miles",1.8L,136PS,Automatic,Diesel,"£6,995",N/A,Hatchback,Drive Right Luton Ltd - See all 47 cars,Dealer locationLuton
1196,Mercedes-Benz A Class,2007 (57 reg),7 owners,"123,649 miles",2.0L,109BHP,Manual,Diesel,"£1,195",N/A,Hatchback,Car Point Luton Ltd T/A Car Point Bedfordshire - See all 35 cars,Dealer locationBedford
1197,Volkswagen Polo,2014 (64 reg),1 owner,"72,000 miles",1.0L,60PS,Manual,Petrol,"£6,480",N/A,Hatchback,Gemen Motors - See all 35 cars,Dealer locationLuton
1198,Renault Megane,2016 (16 reg),7 owners,"67,827 miles",1.5L,108BHP,Manual,Diesel,"£4,495",Cat S,Hatchback,Beadlow Motors - See all 142 cars,Dealer locationShefford
1199,Peugeot 208,2015 (64 reg),2 owners,"55,026 miles",1.4L,68BHP,Manual,Diesel,"£4,999",N/A,Hatchback,Bedfordshire Car Sales - See all 50 cars,Dealer locationLeighton Buzzard
1200,Hyundai i10,2010 (59 reg),2 owners,"78,266 miles",1.2L,78PS,Manual,Petrol,"£1,999",N/A,Hatchback,Rise Motors Limited - See all 28 cars,Dealer locationBedford
1201,Vauxhall Corsa,2012 (12 reg),N/A,"99,000 miles",1.4L,100PS,Automatic,Petrol,"£3,995",N/A,Hatchback,ZAMIN MOTORS LTD - See all 34 cars,Dealer locationBedford
1202,Ford KA+,2019 (19 reg),2 owners,"41,886 miles",1.2L,84BHP,Manual,Petrol,"£8,649",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1203,Hyundai i10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1204,Honda Civic,2016 (66 reg),Full service history,"35,894 miles",1.6L,118BHP,Manual,Diesel,"£10,999",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1205,KIA Carens,2014 (14 reg),3 owners,"82,960 miles",1.7L,116PS,Manual,Diesel,"£5,999",N/A,MPV,Smart Choice Autos Limited - See all 41 cars,Dealer locationLuton
1206,Volkswagen Golf,2010 (59 reg),2 owners,"131,000 miles",2.0L,140PS,Automatic,Diesel,"£4,480",N/A,Hatchback,Gemen Motors - See all 35 cars,Dealer locationLuton
1207,MINI Hatch,2008 (58 reg),N/A,"79,938 miles",Manual,Petrol,3 owners,Full service history,"£2,800",N/A,Hatchback,,N/A
1208,BMW X1,2010 (10 reg),N/A,"150,500 miles",2.0L,201BHP,Automatic,Diesel,"£4,449",N/A,SUV,Shahz Cars - See all 39 cars,Dealer locationLeighton Buzzard
1209,Mazda MX-5,2008 (08 reg),1 owner,"79,389 miles",1.8L,124BHP,Manual,Petrol,"£3,995",N/A,Convertible,Beadlow Motors - See all 142 cars,Dealer locationShefford
1210,Dacia Duster,2013 (63 reg),N/A,"127,000 miles",1.5L,109PS,Manual,Diesel,"£3,790",N/A,SUV,Auto Globe Limited - See all 113 cars,Dealer locationMilton Keynes
1211,Honda Civic,2010 (60 reg),3 owners,"127,000 miles",1.4L,98BHP,Manual,Petrol,"£2,000",N/A,Hatchback,Ltn Motors Ltd - See all 40 cars,Dealer locationLuton
1212,Mercedes-Benz C Class,2009 (09 reg),Full service history,"76,725 miles",6.2L,450BHP,Automatic,Petrol,"£15,989",N/A,Saloon,A6 Motors Ltd - See all 152 cars,Dealer locationBedford
1213,Audi A6 Avant,2010 (60 reg),3 owners,"171,700 miles",2.7L,190PS,Automatic,Diesel,"£3,390",N/A,Estate,GL Motors - See all 4 cars,Dealer locationBedford
1214,Peugeot 508,2012 (62 reg),N/A,"88,022 miles",2.0L,163PS,Manual,Diesel,"£3,890",N/A,Saloon,Kennington Car Sales - See all 66 cars,Dealer locationLuton
1215,Nissan Note,2006 (06 reg),N/A,"84,000 miles",1.6L,109BHP,Manual,Petrol,"£1,499",N/A,Hatchback,ZAMIN MOTORS LTD - See all 34 cars,Dealer locationBedford
1216,Vauxhall Grandland X,2018 (68 reg),Full service history,"75,854 miles",1.5L,129BHP,Manual,Diesel,"£11,049",N/A,SUV,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1217,SEAT Ibiza,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1218,Honda Civic,2016 (66 reg),Full service history,"35,894 miles",1.6L,118BHP,Manual,Diesel,"£10,999",N/A,Hatchback,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1219,BMW 3 Series,2012 (12 reg),N/A,"113,150 miles",2.0L,184PS,Automatic,Diesel,"£5,990",N/A,Saloon,Kiln Farm Motors - See all 65 cars,Dealer locationLuton
1220,Mitsubishi L200,2012 (62 reg),N/A,"40,000 miles",2.5L,178PS,Manual,Diesel,"£9,995",N/A,Pickup,Select Cars - See all 43 cars,Dealer locationLuton
1221,BMW 1 Series,2012 (12 reg),6 owners,"85,100 miles",1.6L,136PS,Manual,Petrol,"£5,100",N/A,Hatchback,,N/A
1222,Renault Scenic,2007 (57 reg),N/A,"108,000 miles",1.6L,111BHP,Automatic,Petrol,"£2,490",N/A,MPV,Auto Globe Limited - See all 113 cars,Dealer locationMilton Keynes
1223,MINI Hatch,2006 (06 reg),5 owners,"84,000 miles",1.6L,118PS,Manual,Petrol,"£3,200",N/A,Hatchback,,N/A
1224,SEAT Ibiza,2015 (15 reg),1 owner,"72,000 miles",1.4L,85PS,Manual,Petrol,"£4,850",N/A,Hatchback,,N/A
1225,Honda Jazz,2009 (59 reg),1 owner,"72,710 miles",1.4L,100PS,Manual,Petrol,"£3,000",N/A,Hatchback,,N/A
1226,Vauxhall Corsa,2013 (13 reg),3 owners,"64,000 miles",1.2L,85PS,Manual,Petrol,"£4,190",N/A,Hatchback,R & R Motors Bedford LTD - See all 9 cars,Dealer locationBedford
1227,BMW 1 Series,2010 (10 reg),3 owners,"126,001 miles",2.0L,116PS,Manual,Diesel,"£2,499",N/A,Hatchback,Halton Cars - See all 58 cars,Dealer locationLuton
1228,Ford Focus,2007 (07 reg),N/A,"82,700 miles",1.6L,100BHP,Manual,Petrol,"£2,495",N/A,Hatchback,Farm Garage Limited - See all 78 cars,Dealer locationNewport Pagnell
1229,Renault Clio,2007 (07 reg),Part service history,"98,250 miles",1.6L,111BHP,Manual,Petrol,"£1,799",N/A,Hatchback,Shahz Cars - See all 39 cars,Dealer locationLeighton Buzzard
1230,Vauxhall Grandland X,2018 (68 reg),Full service history,"75,854 miles",1.5L,129BHP,Manual,Diesel,"£11,049",N/A,SUV,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1231,Nissan Qashqai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1232,MINI Countryman,2015 (15 reg),Full service history,"59,142 miles",2.0L,141BHP,Automatic,Diesel,"£10,149",N/A,SUV,Hilton Car Supermarket Milton Keynes - See all 312 cars,Dealer locationMilton Keynes
1233,Nissan Qashqai,2011 (11 reg),2 owners,"108,000 miles",1.6L,117PS,Manual,Petrol,"£3,994",N/A,SUV,Khan Automotive Ltd - See all 38 cars,Dealer locationLuton
1234,Mercedes-Benz SLK,2012 (12 reg),N/A,"81,955 miles",1.8L,184BHP,Automatic,Petrol,"£8,995",N/A,Convertible,Bellevue Garage Ltd - See all 51 cars,Dealer locationDunstable
1235,Suzuki SX4,2012 (12 reg),4 owners,"17,500 miles",1.6L,118BHP,Manual,Petrol,"£6,000",N/A,SUV,Wavendon Auto Sales - See all 15 cars,Dealer locationMilton Keynes
1236,Audi A5,2009 (59 reg),5 owners,"110,000 miles",2.0L,170PS,Manual,Diesel,"£3,200",N/A,Coupe,,N/A
1237,Mercedes-Benz B Class,2008 (58 reg),3 owners,"85,100 miles",1.5L,95BHP,Manual,Petrol,"£3,295",N/A,MPV,Newton Autos LTD - See all 85 cars,Dealer locationMilton Keynes
1238,Renault Scenic,2013 (13 reg),4 owners,"121,486 miles",1.5L,110PS,Manual,Diesel,"£2,595",N/A,MPV,Car Point Luton Ltd T/A Car Point Bedfordshire - See all 35 cars,Dealer locationBedford
1239,Nissan Qashqai,2015 (15 reg),3 owners,"130,000 miles",1.5L,110PS,Manual,Diesel,"£5,450",N/A,SUV,Sandy Cars - See all 44 cars,Dealer locationSandy
1240,Toyota Avensis,2005 (55 reg),2 owners,"86,000 miles",2.0L,147BHP,Manual,Petrol,"£2,000",N/A,Saloon,,N/A
1241,Mazda3,2009 (09 reg),2 owners,"49,800 miles",2.0L,147BHP,Manual,Petrol,"£4,995",N/A,Saloon,Car Selection Limited - See all 43 cars,Dealer locationLuton
