,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location
1160,Vauxhall Corsa,2020 (69 reg),2 owners,"31,875 miles",1.2L,100PS,Manual,Petrol,"£12,650",N/A,Hatchback,Peter Vardy CARZ / Prestige & Performance / MG Kirkcaldy - See all 139 cars,"Dealer locationKirkcaldy,"
1161,Audi Q7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1162,Vauxhall Adam,2015 (15 reg),2 owners,"65,000 miles",1.4L,150PS,Manual,Petrol,"£7,499",N/A,Hatchback,Alex Scott Guidepost - See all 55 cars,Dealer locationChoppington
1163,Ford Fiesta,2009 (09 reg),2 owners,"60,000 miles",1.25L,81BHP,Manual,Petrol,"£3,295",N/A,Hatchback,MOTOR PLOT TEESSIDE LTD - See all 19 cars,Dealer locationMiddlesbrough
1164,Renault Clio,2013 (13 reg),N/A,"76,000 miles",1.2L,75PS,Manual,Petrol,"£5,495",N/A,Hatchback,Great Park Motors Ltd - See all 26 cars,Dealer locationNewcastle Upon Tyne
1165,Ford Fiesta,2016 (16 reg),N/A,"42,643 miles",1.25L,82PS,Manual,Petrol,"£7,399",N/A,Hatchback,Evans Halshaw Vauxhall Edinburgh - See all 145 cars,Dealer locationEdinburgh
1166,Peugeot 207,2007 (57 reg),N/A,"57,000 miles",1.4L,90BHP,Manual,Petrol,"£1,500",N/A,Hatchback,SM CARZ LTD - See all 12 cars,Dealer locationBradford
1167,Ford Fiesta,2020 (20 reg),N/A,"15,101 miles",1.0L,95PS,Manual,Petrol,"£12,850",N/A,Hatchback,Evans Halshaw Ford Coatbridge - See all 107 cars,Dealer locationCoatbridge
1168,Renault Twingo,2015 (64 reg),3 owners,"33,210 miles",1.0L,70PS,Manual,Petrol,"£6,000",N/A,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell - See all 243 cars,Dealer locationMotherwell
1169,Mazda2,2008 (08 reg),2 owners,"109,400 miles",1.4L,68PS,Manual,Diesel,"£1,750",N/A,Hatchback,,N/A
1170,Jaguar XF,2014 (14 reg),2 owners,"60,000 miles",3.0L,240BHP,Automatic,Diesel,"£13,980",N/A,Estate,Scottish Motor Services - See all 76 cars,Dealer locationGlasgow
1171,Citroen C1,2012 (12 reg),N/A,"95,655 miles",1.0L,67BHP,Manual,Petrol,"£2,750",N/A,Hatchback,JMC Sutton - See all 32 cars,Dealer locationSutton Coldfield
1172,Land Rover Range Rover Evoque,2013 (13 reg),N/A,"88,100 miles",2.2L,190BHP,Manual,Diesel,"£10,995",N/A,SUV,RDB Car Sales - See all 16 cars,Dealer locationBurntisland
1173,Jeep Compass,2019 (19 reg),2 owners,"50,805 miles",1.4L,140PS,Manual,Petrol,"£12,950",N/A,SUV,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell - See all 243 cars,Dealer locationMotherwell
1174,Vauxhall Adam,2015 (15 reg),2 owners,"65,000 miles",1.4L,150PS,Manual,Petrol,"£7,499",N/A,Hatchback,Alex Scott Guidepost - See all 55 cars,Dealer locationChoppington
1175,Audi Q7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1176,Vauxhall Corsa,2014 (14 reg),2 owners,"85,000 miles",1.3L,95PS,Manual,Diesel,"£3,499",N/A,Hatchback,Alex Scott Cramlington - See all 40 cars,Dealer locationCramlington
1177,Mercedes-Benz E Class,2018 (18 reg),3 owners,"40,000 miles",2.0L,194PS,Automatic,Diesel,"£22,995",N/A,Estate,Money Talks Cars - See all 12 cars,Dealer locationGlasgow
1178,Fiat Tipo,2018 (68 reg),1 owner,"34,124 miles",1.4L,95PS,Manual,Petrol,"£8,950",N/A,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Grangemouth - See all 92 cars,Dealer locationGrangemouth
1179,Toyota Yaris,1999 (T reg),1 owner,"113,000 miles",1.0L,67BHP,Manual,Petrol,"£1,275",N/A,Hatchback,Pennine Car Sales - See all 6 cars,Dealer locationPontefract
1180,Vauxhall Astra,2013 (13 reg),N/A,"112,000 miles",2.0L,165PS,Manual,Diesel,"£2,500",N/A,Estate,Tudor Garage - See all cars,Dealer locationSpennymoor
1181,BMW 3 Series,2010 (60 reg),2 owners,"53,124 miles",2.0L,161BHP,Manual,Diesel,"£5,418",N/A,Saloon,Redrose Cars - See all 79 cars,Dealer locationBurnley
1182,SEAT Exeo,2011 (11 reg),4 owners,"155,000 miles",2.0L,143PS,Manual,Diesel,"£1,995",N/A,Saloon,Esh Auto Dealz - See all 23 cars,Dealer locationDurham
1183,Smart Forfour,2016 (16 reg),N/A,"56,000 miles",1.0L,71BHP,Manual,Petrol,"£6,980",N/A,Hatchback,Scottish Motor Services - See all 76 cars,Dealer locationGlasgow
1184,Citroen C2,2008 (58 reg),N/A,"67,000 miles",1.6L,125PS,Manual,Petrol,"£2,499",N/A,Hatchback,Car Shop Ferryhill - See all 53 cars,Dealer locationFerryhill
1185,Volkswagen Passat,2011 (11 reg),Full service history,"19,000 miles",1.8L,160PS,Manual,Petrol,"£8,895",N/A,Estate,Drumgray Vehicles - See all 30 cars,Dealer locationAirdrie
1186,Honda Civic,2017 (17 reg),1 owner,"31,909 miles",1.0L,129PS,Manual,Petrol,"£11,995",N/A,Hatchback,Park's Honda Hamilton - See all 14 cars,Dealer locationHamilton
1187,Nissan Qashqai,2019 (69 reg),N/A,"23,235 miles",1.3L,140PS,Manual,Petrol,"£14,695",N/A,SUV,Macklin Motors Nissan Glasgow Central - See all 33 cars,Dealer locationGlasgow
1188,Vauxhall Corsa,2014 (14 reg),2 owners,"85,000 miles",1.3L,95PS,Manual,Diesel,"£3,499",N/A,Hatchback,Alex Scott Cramlington - See all 40 cars,Dealer locationCramlington
1189,Tesla Model Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1190,Vauxhall Corsa,2014 (14 reg),2 owners,"85,000 miles",1.3L,95PS,Manual,Diesel,"£3,499",N/A,Hatchback,Alex Scott Cramlington - See all 40 cars,Dealer locationCramlington
1191,Renault Clio,2009 (09 reg),Full service history,"55,000 miles",1.2L,75PS,Manual,Petrol,"£2,499",N/A,Hatchback,ALPHA CAR SALES - See all 16 cars,Dealer locationNewcastle Upon Tyne
1192,KIA Venga,2010 (59 reg),Full service history,"65,000 miles",1.4L,90PS,Manual,Diesel,"£2,695",N/A,MPV,ELE Car Sales - See all 18 cars,Dealer locationShotts
1193,SEAT Ibiza,2014 (14 reg),N/A,"100,000 miles",1.2L,105PS,Manual,Petrol,"£4,795",N/A,Hatchback,Autoclick - See all 115 cars,Dealer locationWakefield
1194,Vauxhall Astra,2016 (16 reg),3 owners,"85,000 miles",1.4L,100PS,Manual,Petrol,"£6,750",N/A,Hatchback,Thomson Twins Motors - See all 16 cars,Dealer locationLarkhall
1195,Toyota Avensis,2005 (05 reg),7 owners,"96,000 miles",1.8L,127BHP,Manual,Petrol,"£1,195",N/A,Saloon,Select Car Sales - See all 21 cars,Dealer locationOldham
1196,MINI Countryman,2016 (65 reg),N/A,"96,000 miles",1.6L,98PS,Manual,Petrol,"£6,995",N/A,SUV,M & A Automotive (Glasgow) Ltd - See all 31 cars,Dealer locationBathgate
1197,Renault Clio,2012 (12 reg),2 owners,"113,760 miles",1.2L,75PS,Manual,Petrol,"£2,495",N/A,Hatchback,CAR VILLAGE HQ - See all 33 cars,Dealer locationMotherwell
1198,Fiat 500,2011 (60 reg),7 owners,"71,022 miles",1.3L,96PS,Manual,Diesel,"£3,488",N/A,Hatchback,Glenfield Car Sales - See all 96 cars,Dealer locationKilmarnock
1199,MINI Hatch,2004 (04 reg),N/A,"98,000 miles",1.6L,115PS,Automatic,Petrol,"£1,395",N/A,Hatchback,MWK Motors Limited - See all 3 cars,Dealer locationBirmingham
1200,MINI Countryman,2012 (12 reg),1 owner,"82,740 miles",1.6L,112PS,Manual,Diesel,"£4,795",N/A,SUV,,N/A
1201,Ford Focus,2015 (64 reg),3 owners,"61,851 miles",1.5L,120PS,Manual,Diesel,"£8,400",N/A,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell - See all 243 cars,Dealer locationMotherwell
1202,Hyundai Tucson,2020 (20 reg),1 owner,"24,940 miles",1.6L,132PS,Manual,Petrol,"£16,965",N/A,SUV,Peter Vardy CARZ / Prestige & Performance / ORA Grangemouth - See all 92 cars,Dealer locationGrangemouth
1203,Tesla Model 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1204,Vauxhall Corsa,2014 (14 reg),2 owners,"85,000 miles",1.3L,95PS,Manual,Diesel,"£3,499",N/A,Hatchback,Alex Scott Cramlington - See all 40 cars,Dealer locationCramlington
1205,Vauxhall Insignia,2015 (15 reg),N/A,"105,786 miles",2.0L,138BHP,Manual,Diesel,"£5,253",N/A,Estate,T2T Car Sales - See all 5 cars,Dealer locationGlasgow
1206,Mazda3,2014 (14 reg),N/A,"47,585 miles",2.0L,120PS,Manual,Petrol,"£9,200",N/A,Saloon,John Clark Select Edinburgh - See all 97 cars,Dealer locationEdinburgh
1207,Volkswagen Golf,2013 (63 reg),2 owners,"109,189 miles",2.0L,150PS,Manual,Diesel,"£4,910",N/A,Hatchback,,N/A
1208,Citroen C4 Picasso,2015 (65 reg),2 owners,"44,372 miles",1.6L,98BHP,Manual,Diesel,"£7,995",N/A,MPV,Advantage Vehicles - See all 62 cars,Dealer locationCrewe
1209,Mercedes-Benz C Class,2018 (67 reg),2 owners,"54,376 miles",2.1L,168BHP,Automatic,Diesel,"£19,999",N/A,Coupe,Total Vehicle Solutions - See all 28 cars,Dealer locationGlasgow
1210,Saab 9-3,2010 (60 reg),N/A,"87,842 miles",1.9L,150BHP,Manual,Diesel,"£4,995",N/A,Convertible,Motor Trust UK - See all 320 cars,Dealer locationPreston
1211,SEAT Ibiza,2009 (59 reg),Part service history,"77,073 miles",1.4L,85BHP,Manual,Petrol,"£3,995",N/A,Hatchback,JMC Used Cars Ltd - See all 24 cars,Dealer locationGlasgow
1212,Nissan Micra,2009 (59 reg),N/A,"90,000 miles",1.2L,80BHP,Manual,Petrol,"£1,050",N/A,Hatchback,Autopark UK - See all 168 cars,Dealer locationMeadowfield
1213,SEAT Leon,2018 (67 reg),N/A,"51,370 miles",1.4L,125PS,Manual,Petrol,"£11,540",N/A,Hatchback,Evans Halshaw Ford East Kilbride - See all 113 cars,Dealer locationGlasgow
1214,Fiat 500,2012 (12 reg),N/A,"79,000 miles",1.2L,70PS,Manual,Petrol,"£3,795",N/A,Hatchback,Autoclick - See all 115 cars,Dealer locationWakefield
1215,Nissan Qashqai,2019 (69 reg),N/A,"23,235 miles",1.3L,140PS,Manual,Petrol,"£14,695",N/A,SUV,Macklin Motors Nissan Glasgow Central - See all 33 cars,Dealer locationGlasgow
1216,Vauxhall Corsa,2014 (14 reg),2 owners,"85,000 miles",1.3L,95PS,Manual,Diesel,"£3,499",N/A,Hatchback,Alex Scott Cramlington - See all 40 cars,Dealer locationCramlington
1217,Nissan Juke,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1218,Vauxhall Adam,2015 (15 reg),2 owners,"65,000 miles",1.4L,150PS,Manual,Petrol,"£7,499",N/A,Hatchback,Alex Scott Guidepost - See all 55 cars,Dealer locationChoppington
1219,Mazda2,2008 (58 reg),Full service history,"104,000 miles",1.3L,86PS,Manual,Petrol,"£2,000",N/A,Hatchback,OTR Motors Ltd - See all 15 cars,Dealer locationManchester
1220,Audi A4 Avant,2012 (12 reg),1 owner,"132,000 miles",2.0L,143PS,Manual,Diesel,"£7,490",N/A,Estate,SR Motors Armadale - See all 61 cars,Dealer locationBathgate
1221,Mazda2,2013 (13 reg),2 owners,"84,300 miles",1.3L,75PS,Manual,Petrol,"£2,995",N/A,Hatchback,R & J Car Sales Ltd - See all 31 cars,Dealer locationHalifax
1222,Fiat Tipo,2017 (17 reg),N/A,"35,827 miles",1.4L,95PS,Manual,Petrol,"£7,995",N/A,Hatchback,JPM Associates - See all 12 cars,Dealer locationGlasgow
1223,Nissan Qashqai,2010 (60 reg),N/A,"107,432 miles",1.5L,110PS,Manual,Diesel,"£1,999",Cat S,SUV,Central Station Motors - See all 11 cars,Dealer locationBurnley
1224,Citroen C3 Picasso,2013 (13 reg),N/A,"116,100 miles",1.6L,90PS,Manual,Diesel,£990,Cat D,MPV,ASJ Motors - See all 15 cars,Dealer locationBradford
1225,Vauxhall Insignia,2010 (59 reg),Full service history,"110,008 miles",2.0L,160PS,Manual,Diesel,"£3,490",N/A,Estate,AAA Automotive Limited - See all 18 cars,Dealer locationGateshead
1226,Citroen Grand C4 Picasso,2014 (14 reg),2 owners,"64,700 miles",1.6L,112BHP,Manual,Diesel,"£7,991",N/A,MPV,Automania Cars Ltd - See all 11 cars,Dealer locationBroxburn
1227,BMW 3 Series,2006 (06 reg),2 owners,"121,000 miles",2.0L,122PS,Manual,Diesel,"£1,945",N/A,Saloon,MHY CARS (BRADFORD) - See all 9 cars,Dealer locationBradford
1228,Vauxhall Mokka,2013 (13 reg),N/A,"77,191 miles",1.7L,130PS,Manual,Diesel,"£5,695",N/A,SUV,Old Forge Motor Group - See all 58 cars,Dealer locationWakefield
1229,Nissan Qashqai,2019 (69 reg),N/A,"23,235 miles",1.3L,140PS,Manual,Petrol,"£14,695",N/A,SUV,Macklin Motors Nissan Glasgow Central - See all 33 cars,Dealer locationGlasgow
1230,Vauxhall Corsa,2019 (69 reg),2 owners,"30,108 miles",1.2L,100PS,Manual,Petrol,"£12,500",N/A,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell - See all 243 cars,Dealer locationMotherwell
1231,Nissan Qashqai,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1232,Nissan Qashqai,2016 (16 reg),2 owners,"38,650 miles",1.5L,110PS,Manual,Diesel,"£13,295",N/A,SUV,Barnetts Nissan Dundee - See all 51 cars,Dealer locationDundee
1233,Ford Galaxy,2008 (57 reg),2 owners,"166,000 miles",2.0L,138BHP,Manual,Diesel,"£1,000",N/A,MPV,Parkside Motor Store - See all 347 cars,Dealer locationBolton
1234,SEAT Ibiza,2013 (63 reg),3 owners,"122,767 miles",1.2L,105PS,Manual,Petrol,"£3,695",N/A,Hatchback,Repute Motors - See all 108 cars,Dealer locationOldham
1235,Ford Fiesta,2010 (60 reg),3 owners,"99,000 miles",1.6L,94BHP,Manual,Diesel,"£2,995",N/A,Hatchback,AS MOTOR GROUP - See all 30 cars,Dealer locationBatley
1236,Vauxhall Corsa,2011 (61 reg),Full service history,"65,000 miles",1.0L,65PS,Manual,Petrol,"£2,495",N/A,Hatchback,A.P MOTORS LEEDS - See all 3 cars,Dealer locationLeeds
1237,Renault Captur,2014 (14 reg),N/A,"53,407 miles",0.9L,90BHP,Manual,Petrol,"£6,995",N/A,SUV,Advantage Vehicles - See all 62 cars,Dealer locationCrewe
1238,Peugeot 208,2015 (65 reg),N/A,"77,647 miles",1.2L,82PS,Manual,Petrol,"£5,795",N/A,Hatchback,Old Forge Motor Group - See all 58 cars,Dealer locationWakefield
1239,Vauxhall Corsa,2018 (18 reg),1 owner,"42,922 miles",1.4L,75PS,Manual,Petrol,"£7,495",N/A,Hatchback,Car Deal Warehouse Superstore Newbridge - See all 119 cars,Dealer locationNewbridge
1240,Hyundai i30,2016 (16 reg),3 owners,"72,000 miles",1.4L,99PS,Manual,Petrol,"£7,450",N/A,Hatchback,SVB Trade Sales - See all 13 cars,Dealer locationHamilton
1241,Fiat Punto Evo,2011 (11 reg),5 owners,"117,000 miles",1.4L,106PS,Manual,Petrol,"£1,795",N/A,Hatchback,H.R MOTORS YORKSHIRE LTD - See all 46 cars,Dealer locationDewsbury
1242,Nissan Elgrand,2006 (06 reg),N/A,"39,146 miles",2.5L,Automatic,Petrol,N/A,"£9,495",N/A,MPV,Glasgow Road Used Car Centre - See all 39 cars,Dealer locationGlasgow
1243,Nissan Juke,2015 (15 reg),N/A,"40,823 miles",1.5L,110PS,Manual,Diesel,"£6,495",N/A,SUV,Struans Mazda Perth - See all 52 cars,Dealer locationPerth
1244,Nissan Qashqai,2016 (16 reg),2 owners,"38,650 miles",1.5L,110PS,Manual,Diesel,"£13,295",N/A,SUV,Barnetts Nissan Dundee - See all 51 cars,Dealer locationDundee
1245,SEAT Ateca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1246,Vauxhall Corsa,2019 (69 reg),2 owners,"30,108 miles",1.2L,100PS,Manual,Petrol,"£12,500",N/A,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell - See all 243 cars,Dealer locationMotherwell
1247,Toyota RAV4,2007 (07 reg),2 owners,"50,000 miles",2.0L,150BHP,Automatic,Petrol,"£5,475",N/A,SUV,Braehead Motor Company - See all 26 cars,Dealer locationGlasgow
1248,BMW X5,2006 (06 reg),2 owners,"91,156 miles",3.0L,218PS,Automatic,Diesel,"£5,150",N/A,SUV,,N/A
1249,Ford Focus,2011 (61 reg),Full service history,"83,000 miles",1.6L,125PS,Manual,Petrol,"£4,695",N/A,Hatchback,Drumgray Vehicles - See all 30 cars,Dealer locationAirdrie
1250,Mazda Bongo,2001 (Y reg),N/A,"100,000 miles",Automatic,Petrol,3 owners,N/A,"£6,200",N/A,Camper,,N/A
1251,KIA Sportage,2013 (13 reg),N/A,"68,981 miles",1.6L,137PS,Manual,Petrol,"£7,998",N/A,SUV,Arnold Clark Kia (Cumbernauld) - See all 96 cars,Dealer locationCumbernauld
1252,Vauxhall Adam,2017 (66 reg),2 owners,"41,388 miles",1.4L,150PS,Manual,Petrol,"£9,900",N/A,Hatchback,Peter Vardy CARZ / Prestige & Performance / MG Edinburgh East - See all 170 cars,Dealer locationEdinburgh
1253,Vauxhall Corsa,2019 (19 reg),2 owners,"18,095 miles",1.4L,75PS,Manual,Petrol,"£8,995",N/A,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Grangemouth - See all 92 cars,Dealer locationGrangemouth
1254,Audi A4,1997 (P reg),N/A,"204,400 miles",1.8L,125BHP,Manual,Petrol,£275,N/A,Saloon,,N/A
1255,Ford Fiesta,2013 (62 reg),3 owners,"91,802 miles",1.25L,60PS,Manual,Petrol,"£3,900",N/A,Hatchback,Shawfair Car Sales - See all 11 cars,Dealer locationDalkeith
1256,Ford Fiesta,2012 (62 reg),N/A,"70,000 miles",1.4L,94BHP,Manual,Petrol,"£2,975",N/A,Hatchback,HJLcarsales Ltd - See all 37 cars,Dealer locationOldham
1257,Nissan Qashqai,2018 (18 reg),N/A,"60,501 miles",1.5L,110PS,Manual,Diesel,"£11,995",N/A,SUV,Macklin Motors Nissan Glasgow Central - See all 33 cars,Dealer locationGlasgow
1258,Vauxhall Corsa,2019 (69 reg),2 owners,"30,108 miles",1.2L,100PS,Manual,Petrol,"£12,500",N/A,Hatchback,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell - See all 243 cars,Dealer locationMotherwell
1259,Hyundai i10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,See all lease deals,N/A
1260,Vauxhall Corsa,2014 (14 reg),2 owners,"85,000 miles",1.3L,95PS,Manual,Diesel,"£3,499",N/A,Hatchback,Alex Scott Cramlington - See all 40 cars,Dealer locationCramlington
1261,Ford Fiesta,2014 (64 reg),N/A,"109,000 miles",1.6L,180BHP,Manual,Petrol,"£6,750",N/A,Hatchback,JMC Sutton - See all 32 cars,Dealer locationSutton Coldfield
1262,Mitsubishi ASX,2011 (11 reg),3 owners,"86,000 miles",1.8L,147PS,Manual,Diesel,"£3,495",N/A,SUV,Ultimate Drive - See all 37 cars,Dealer locationDewsbury
1263,Vauxhall Astra Gtc,2012 (12 reg),3 owners,"73,000 miles",1.4L,120PS,Manual,Petrol,"£3,750",N/A,Coupe,Ghost Motors LTD - See all 36 cars,Dealer locationCleckheaton
1264,Ford Fiesta,2010 (10 reg),3 owners,"47,580 miles",1.25L,81BHP,Manual,Petrol,"£4,701",N/A,Hatchback,GD MOTORS (SCOTLAND) LIMITED - See all 21 cars,Dealer locationBathgate
1265,Renault Kadjar,2018 (18 reg),2 owners,"49,535 miles",1.6L,130PS,Manual,Diesel,"£11,250",N/A,SUV,Peter Vardy CARZ / Prestige & Performance / ORA Motherwell - See all 243 cars,Dealer locationMotherwell
1266,SEAT Leon,2008 (08 reg),8 owners,"80,857 miles",1.6L,103PS,Manual,Petrol,"£1,495",N/A,Hatchback,A Car Sales - See all 12 cars,Dealer locationBirmingham
1267,Vauxhall Corsa,2013 (63 reg),N/A,"109,000 miles",1.2L,85PS,Manual,Petrol,"£2,995",N/A,Hatchback,M & A Automotive (Glasgow) Ltd - See all 31 cars,Dealer locationBathgate
